Categorie,Tag,Question,Réponse
Droit du travail,syndicat_professionnel,Qui peut prononcer la suspension ou la dissolution des syndicats ?,"L’administration ne peut prononcer ni la suspension, ni la dissolution des syndicats. Leur dissolution ne peut intervenir que par voie judiciaire."
Droit du travail,syndicat_professionnel,Les syndicats professionnels ont-ils une personnalité morale ?,"Oui, les syndicats professionnels, constitués conformément aux dispositions de la loi, jouissent de la personnalité morale."
Droit du travail,syndicat_professionnel,Quels droits peuvent exercer les syndicats professionnels ?,Ils peuvent exercer tous les droits réservés à la partie civile devant toutes les juridictions et affecter une partie de leurs ressources à divers projets.
Droit du travail,syndicat_professionnel,Que peuvent créer ou subventionner les syndicats professionnels ?,"Ils peuvent créer, administrer ou subventionner des œuvres telles que des institutions de prévoyance sociale, des caisses de solidarité, des laboratoires, etc."
Droit du travail,syndicat_professionnel,Quels sont les biens des syndicats qui ne peuvent pas être saisis ?,"Les immeubles et objets mobiliers nécessaires aux syndicats pour leurs réunions, bibliothèques et cours d’instruction professionnelle sont insaisissables."
Droit du travail,syndicat_professionnel,Les syndicats doivent-ils être consultés sur des questions liées à leur profession ?,"Oui, les syndicats doivent être consultés sur tous les différends et toutes les questions se rattachant à leur profession ou à la branche d’activité."
Droit du travail,syndicat_professionnel,Que se passe-t-il avec les avis du syndicat dans les affaires contentieuses ?,"Dans les affaires contentieuses, les avis du syndicat sont tenus à la disposition des parties qui peuvent en avoir communication et copie."
Droit du travail,syndicat_professionnel,Les syndicats professionnels peuvent-ils se constituer en unions ?,"Oui, les syndicats professionnels régulièrement constitués peuvent librement se concerter pour l'étude et la défense de leurs intérêts professionnels et se constituer en unions."
Droit du travail,syndicat_professionnel,Les droits et obligations des syndicats s'appliquent-ils aux unions de syndicats ?,"Oui, les droits et obligations des syndicats professionnels fixés par la loi sont reconnus aux unions de syndicats."
Droit du travail,syndicat_professionnel,Quelles dispositions s'appliquent aux unions de syndicats ?,"Les dispositions des articles 275 à 296 du présent chapitre sont applicables aux unions de syndicats, qui doivent faire connaître le nom et le siège social des syndicats qui les composent."
Droit du travail,syndicat_professionnel,Comment sont fixées les règles d’adhésion et de représentativité des unions de syndicats ?,Les règles d’adhésion et de représentativité dans les organes dirigeants de l’union sont fixées par leurs statuts.
Droit du travail,syndicat_professionnel,Les autorités peuvent-elles fournir des locaux aux unions de syndicats ?,"Oui, les autorités compétentes peuvent mettre des locaux à la disposition des unions de syndicats pour l’exercice de leurs activités."
Droit du travail,syndicat_professionnel,Comment est déterminée la représentativité des syndicats ?,"Le ministre chargé du travail publie la liste des syndicats les plus représentatifs tous les quatre ans, basée sur les résultats des élections professionnelles."
Droit du travail,syndicat_professionnel,Quels éléments sont utilisés pour apprécier la représentativité d'une organisation syndicale ?,Les éléments d’appréciation de la représentativité sont les résultats des élections professionnelles.
Droit du travail,syndicat_professionnel,Peut-on contester la liste des syndicats représentatifs publiée par le ministre chargé du travail ?,"Oui, la décision du ministre est susceptible de recours devant la juridiction administrative dans un délai de quinze jours après la publication de la liste."
Droit du travail,syndicat_professionnel,Que contient le dossier fourni par le ministre en cas de recours contre sa décision ?,Le dossier comprend tous les éléments d’appréciation recueillis et l’avis des services techniques du ministère.
Droit du travail,syndicat_professionnel,Le recours contre la décision du ministre est-il suspensif ?,"Non, le recours n’est pas suspensif de la décision du ministre chargé du travail."
Droit du travail,syndicat_professionnel,Les syndicats peuvent-ils déposer des marques ou labels ?,"Oui, les syndicats peuvent déposer leur marque ou label et revendiquer la propriété exclusive, selon les conditions déterminées par les textes en vigueur."
Droit du travail,syndicat_professionnel,Que certifient les marques ou labels déposés par les syndicats ?,Ces marques ou labels certifient l’origine et les conditions de fabrication des produits ou objets de commerce sur lesquels ils sont apposés.
Droit du travail,syndicat_professionnel,Qui peut utiliser les marques ou labels des syndicats ?,Ils peuvent être utilisés par tout individu ou toute entreprise mettant en vente les produits portant ces marques ou labels.
Droit du travail,syndicat_professionnel,L'utilisation des marques syndicales peut-elle enfreindre des dispositions légales ?,"Non, l’utilisation de marques syndicales ou labels ne doit pas porter atteinte aux dispositions de l’article 276 du présent chapitre."
Droit du travail,syndicat_professionnel,Quelles clauses relatives à l’usage des marques syndicales sont considérées comme nulles ?,Toute clause subordonnant l’usage de la marque syndicale par un employeur à l’obligation de ne conserver que les adhérents du syndicat propriétaire est nulle.
Droit du travail,delegue_personnel,Quel est le rôle des délégués du personnel dans une entreprise ?,Les délégués du personnel sont chargés de transmettre les réclamations des travailleurs à l’employeur et de faire observer les conditions de travail.
Droit du travail,delegue_personnel,Quelle est la durée du mandat des délégués du personnel ?,"Les délégués du personnel sont élus pour un mandat de deux ans, et ils peuvent être réélus."
Droit du travail,delegue_personnel,Qui fixe les modalités concernant les délégués du personnel ?,"Le ministre chargé du travail fixe, après avis de la commission consultative, les modalités par voie réglementaire."
Droit du travail,delegue_personnel,Qui statue sur les contestations relatives aux élections des délégués du personnel ?,"Le président du tribunal du travail statue d’urgence et en dernier ressort sur les contestations relatives à l’élection, à l’éligibilité des délégués, etc."
Droit du travail,delegue_personnel,La décision du président du tribunal du travail peut-elle être contestée ?,"Oui, la décision peut être déférée à la cour de cassation, suivant les formes et conditions prévues par la loi organique régissant ladite cour."
Droit du travail,delegue_personnel,Qu'arrive-t-il si un délégué est absent ou démissionne ?,"Chaque délégué a un suppléant élu qui le remplace en cas d'absence motivée, de décès, de démission, de révocation, etc."
Droit du travail,delegue_personnel,Un délégué peut-il être muté contre son gré pendant son mandat ?,"Non, le délégué du personnel ne peut être muté contre son gré pendant la durée de son mandat, sauf si l'inspecteur du travail en décide autrement."
Droit du travail,delegue_personnel,Quelles sont les conditions pour licencier un délégué du personnel ?,"Tout licenciement doit être soumis à l'avis de l'inspecteur du travail. En cas de faute lourde, une mise à pied provisoire est possible en attendant l'avis."
Droit du travail,delegue_personnel,Les candidats aux fonctions de délégués bénéficient-ils de protections ?,"Oui, les dispositions concernant le licenciement des délégués s'appliquent également aux candidats pendant la période entre la remise des listes et le scrutin."
Droit du travail,delegue_personnel,Quelles sont les missions des délégués du personnel ?,"Les délégués du personnel ont pour missions de présenter toutes les réclamations individuelles ou collectives relatives aux conditions de travail, etc."
Droit du travail,delegue_personnel,Que peuvent faire les délégués en cas de non-respect des prescriptions légales ?,Ils peuvent saisir l’inspection du travail de toute plainte ou réclamation relative à l’application des prescriptions légales et réglementaires.
Droit du travail,delegue_personnel,Quel rôle ont les délégués en matière d’hygiène et de sécurité au travail ?,Les délégués veillent à l’application des prescriptions relatives à l’hygiène et à la sécurité des travailleurs et peuvent proposer des mesures utiles.
Droit du travail,delegue_personnel,Les délégués peuvent-ils faire des suggestions à l’employeur ?,"Oui, ils peuvent communiquer à l’employeur toutes suggestions utiles à l’amélioration de l’organisation et du rendement de l’entreprise."
Droit du travail,delegue_personnel,Les délégués peuvent-ils être assistés lors de l'exercice de leurs missions ?,"Oui, les délégués du personnel peuvent se faire assister par un délégué syndical de l’entreprise dans l’accomplissement de leurs missions."
Droit du travail,delegue_personnel,Les travailleurs peuvent-ils faire leurs propres réclamations sans passer par les délégués ?,"Oui, les travailleurs peuvent présenter eux-mêmes leurs réclamations et suggestions à l’employeur, nonobstant les missions des délégués."
Droit du travail,different_travail,Quelle procédure s'applique aux différends de travail ?,Les différends de travail sont soumis à la procédure instituée au présent titre.
Droit du travail,different_travail,Qu'est-ce qu'un différend individuel ?,Le différend individuel est le conflit qui oppose un ou plusieurs travailleurs à leurs employeurs concernant l'exécution du contrat de travail pour la reconnaissance d’un droit individuel.
Droit du travail,different_travail,Que doit faire un employeur ou un travailleur en cas de différend ?,Ils doivent demander à l’inspecteur du travail de régler à l’amiable le différend.
Droit du travail,conciliation,Comment se déroule la convocation pour la conciliation ?,"L’inspecteur du travail convoque les parties en indiquant les détails nécessaires, par voie d'agent administratif ou par toute autre voie utile."
Droit du travail,conciliation,Qui convoque les parties pour une conciliation ?,L’inspecteur du travail est chargé de convoquer les parties pour la conciliation.
Droit du travail,conciliation,Comment les parties sont-elles informées de la conciliation ?,"Les parties sont informées de la conciliation par une convocation de l’inspecteur du travail, transmise par un agent administratif ou une autre voie utile."
Droit du travail,conciliation,Que contient le procès-verbal de conciliation ?,"Il contient l'énoncé des différents chefs de réclamation, les points sur lesquels la conciliation est intervenue, ainsi que les chefs de réclamation abandonnés."
Droit du travail,conciliation,Quels éléments doivent figurer dans un procès-verbal de conciliation réussi ?,"Le procès-verbal de conciliation doit mentionner les chefs de réclamation, les points d'accord obtenus et les réclamations abandonnées."
Droit du travail,conciliation,Quelles informations sont consignées dans un procès-verbal de conciliation ?,"Le procès-verbal consigne les réclamations initiales, les points ayant fait l’objet d’un accord, ainsi que les réclamations abandonnées."
Droit du travail,conciliation,Que se passe-t-il en cas d'échec de la conciliation ?,"Un procès-verbal de non-conciliation est rédigé, mentionnant le refus de signer d’une des parties, le cas échéant."
Droit du travail,conciliation,Que contient un procès-verbal en cas d’échec de la conciliation ?,"En cas d’échec, un procès-verbal de non-conciliation est dressé et peut inclure la mention du refus de signature d’une des parties."
Droit du travail,conciliation,Que se passe-t-il si les parties ne parviennent pas à un accord ?,"Si aucun accord n’est trouvé, un procès-verbal de non-conciliation est dressé et signé, mentionnant éventuellement le refus de signer d'une partie."
Droit du travail,conciliation,Que faire en cas de conciliation partielle ?,Deux procès-verbaux sont dressés : un pour les points d'accord et un autre pour les demandes restantes.
Droit du travail,conciliation,Quelles sont les démarches à suivre en cas de conciliation partielle ?,"En cas de conciliation partielle, deux procès-verbaux sont rédigés : l’un pour les points d’accord et l’autre pour les réclamations non résolues."
Droit du travail,conciliation,Comment est consignée une conciliation partielle ?,"Une conciliation partielle est consignée dans deux procès-verbaux distincts : un pour les points d'accord, et un autre pour les points restants."
Droit du travail,conciliation,Que se passe-t-il si une partie ne se présente pas à la conciliation ?,Un procès-verbal de non-conciliation par défaut est dressé et signé par la partie présente.
Droit du travail,conciliation,Quelle est la procédure en cas d'absence d'une partie à la conciliation ?,"En cas d’absence d'une partie, un procès-verbal de non-conciliation par défaut est rédigé et signé par la partie présente."
Droit du travail,conciliation,Comment est traité un cas où une partie ne se présente pas à la réunion de conciliation ?,"Si une partie ne se présente pas, un procès-verbal de non-conciliation est rédigé et signé uniquement par la partie présente."
Droit du travail,travail_femme,À quels travaux une femme travailleuse ne peut-elle pas être affectée ?,"La femme travailleuse ne peut être affectée à des travaux susceptibles de porter atteinte à sa capacité de reproduction ou, dans le cas d’une femme enceinte, à sa santé ou celle de l’enfant. La nature de ces travaux est déterminée par décret en conseil des ministres."
Droit du travail,travail_femme,Quelles sont les restrictions concernant les travaux pour une femme enceinte ?,"Une femme enceinte ne peut être affectée à des travaux dangereux pour sa santé ou celle de l'enfant, la nature de ces travaux est déterminée par décret en conseil des ministres."
Droit du travail,travail_femme,Quels types de travaux sont interdits aux femmes travailleuses pour protéger leur santé ?,"Les femmes travailleuses ne peuvent être affectées à des travaux susceptibles de porter atteinte à leur capacité de reproduction ou dangereux pendant la grossesse, déterminés par décret."
Droit du travail,travail_femme,Que doit faire une femme enceinte qui occupe un poste dangereux pour sa santé ?,Une femme enceinte employée à un poste dangereux a le droit d'être mutée sans réduction de salaire à un poste non préjudiciable à son état.
Droit du travail,travail_femme,Que se passe-t-il si une femme enceinte occupe un poste dangereux ?,"Une femme enceinte travaillant à un poste dangereux a le droit d’être mutée à un poste de travail sans danger pour sa santé, sans réduction de salaire."
Droit du travail,travail_femme,Quels sont les droits d'une femme enceinte concernant son poste de travail dangereux ?,Une femme enceinte travaillant à un poste dangereux a le droit d’être mutée sans réduction de salaire vers un autre poste de travail non préjudiciable à sa santé.
Droit du travail,travail_femme,Quel est le droit d'une femme enceinte concernant son travail pendant la grossesse ?,"Toute femme enceinte peut suspendre son travail sur prescription médicale, sans que cette interruption ne soit une cause de rupture de contrat."
Droit du travail,travail_femme,Une femme enceinte peut-elle suspendre son travail sans être licenciée ?,"Oui, une femme enceinte peut suspendre son travail sur prescription médicale, et cette suspension ne constitue pas une cause de rupture de contrat."
Droit du travail,travail_femme,Une femme enceinte peut-elle arrêter son travail sur avis médical sans être pénalisée ?,"Oui, toute femme enceinte peut suspendre son travail sur prescription médicale sans risque de rupture de contrat."
Droit du travail,travail_femme,Quelle est la durée du congé de maternité ?,"La femme enceinte bénéficie d'un congé de maternité de quatorze semaines, dont huit semaines avant la date présumée de l'accouchement et six semaines après."
Droit du travail,travail_femme,Combien de temps dure le congé de maternité pour une femme enceinte ?,"Le congé de maternité est de quatorze semaines, avec une possibilité de le prolonger de trois semaines en cas de maladie due à la grossesse ou aux couches."
Droit du travail,travail_femme,Quelle est la durée du congé de maternité pour une femme enceinte et peut-il être prolongé ?,Le congé de maternité est de quatorze semaines et peut être prolongé de trois semaines en cas de maladie liée à la grossesse ou à l’accouchement.
Droit du travail,travail_femme,Quels droits a la femme pendant son congé de maternité ?,"Pendant le congé de maternité, elle a droit aux frais d’accouchement, aux soins médicaux, au salaire perçu avant la suspension et conserve ses droits aux prestations en nature."
Droit du travail,travail_femme,Quels sont les avantages pour une femme pendant son congé de maternité ?,"Pendant les quatorze semaines de congé, elle a droit à son salaire, aux frais d’accouchement, aux soins médicaux, et conserve ses prestations en nature."
Droit du travail,travail_femme,Quels sont les droits d'une femme pendant les quatorze semaines de congé de maternité ?,"La femme a droit à son salaire, aux frais d’accouchement, aux soins médicaux et conserve son droit aux prestations en nature."
Droit du travail,travail_femme,L'employeur peut-il licencier une femme en congé de maternité ?,"Non, l’employeur ne peut pas licencier une femme pendant son congé de maternité et ne peut pas l'employer dans les six semaines suivant son accouchement, même avec son accord."
Droit du travail,travail_femme,Une femme peut-elle être licenciée pendant son congé de maternité ?,"Non, le licenciement d’une femme pendant son congé de maternité est interdit et toute convention contraire est nulle de plein droit."
Droit du travail,travail_femme,Un employeur peut-il employer une femme après son congé de maternité immédiat ?,"Non, l'employeur ne peut employer une femme dans les six semaines suivant son accouchement, même avec son accord. Toute convention contraire est nulle de plein droit."
Droit du travail,travail_femme,Quelle est la durée des repos pour allaitement ?,"La mère a droit à des repos pour allaitement pendant une période de quatorze mois après la reprise du travail, d'une durée ne dépassant pas une heure et demie par jour."
Droit du travail,travail_femme,Combien de temps durent les pauses pour allaitement et sont-elles rémunérées ?,Les pauses pour allaitement durent une heure et demie par jour pendant quatorze mois à compter de la reprise du travail et sont rémunérées.
Droit du travail,travail_femme,Pendant combien de temps une mère a-t-elle droit à des repos pour allaitement après son accouchement ?,"La mère a droit à des repos pour allaitement pendant quatorze mois à compter de la reprise du travail, ces pauses étant comptabilisées comme temps de travail."
Droit du travail,refere,Quelles mesures peut ordonner la formation en référé ?,La formation en référé peut ordonner des mesures sans contestation sérieuse et accorder une provision au créancier si l'obligation n'est pas sérieusement contestable.
Droit du travail,refere,Que peut prescrire le président du tribunal en cas de contestation sérieuse ?,Le président peut prescrire des mesures conservatoires pour prévenir un dommage imminent ou faire cesser un trouble manifestement illicite.
Droit du travail,refere,Sur quoi statue le président en référé concernant les difficultés d'exécution ?,"Le président statue sur les difficultés d’exécution d’un procès-verbal de conciliation, d’un jugement ou de tout autre titre exécutoire en matière sociale."
Droit du travail,refere,Comment est introduite une demande en référé ?,"La demande est introduite par simple requête écrite adressée au président, qui fixe immédiatement l'audience."
Droit du travail,refere,Quel est le caractère de l'ordonnance en référé ?,"L’ordonnance en référé est provisoire, ne préjudicie pas au fond, et n’a pas l’autorité de la chose jugée. Elle est exécutoire sur minute et par provision."
Droit du travail,refere,L’ordonnance en référé peut-elle faire l'objet d'opposition ?,"L'ordonnance en référé ne peut faire l'objet d'opposition, mais elle est susceptible d'appel dans un délai de six jours après le prononcé ou la signification."
Droit du travail,refere,Quelle est la composition de la formation en référé ?,La formation en référé est composée du président du tribunal ou d'un juge désigné par lui et d’un greffier.
Droit du travail,refere,Qui est compétent pour connaître des appels interjetés contre les ordonnances en référé ?,Le président de la cour d’appel ou tout magistrat désigné par lui est compétent pour ces appels.
Droit du travail,different_travail,Qu'est-ce qu'un conflit collectif ?,Un conflit collectif est un différend qui naît au cours d'un contrat de travail et oppose un ou des employeurs à un groupe organisé ou non de travailleurs pour un intérêt collectif.
Droit du travail,different_travail,À qui s'appliquent les dispositions sur les différends collectifs ?,"Ces dispositions s'appliquent aux travailleurs définis à l'article 2 de la loi, sauf pour les salariés des services publics où d'autres dispositions législatives sont présentes."
Droit du travail,different_travail,Qui doit être notifié en cas de différend collectif ?,Les parties doivent notifier immédiatement le différend à l'inspecteur du travail si le conflit est localisé ou au directeur du travail s'il s'étend à plusieurs inspections.
Droit du travail,different_travail,Quelle est la procédure de conciliation en cas de différend collectif ?,"L'inspecteur ou le directeur du travail convoque les parties pour une conciliation. Si une partie ne se présente pas, elle est reconvoquée sous peine de sanction."
Droit du travail,different_travail,Que se passe-t-il en cas d'accord ou de désaccord lors de la conciliation ?,"En cas d'accord, un procès-verbal est signé et immédiatement exécutoire. En cas de désaccord, un rapport est envoyé au ministre chargé du travail, avec une copie pour les parties."
Droit du travail,different_travail,Que se passe-t-il après un procès-verbal de non-conciliation ?,"Dans un délai de dix jours après réception du procès-verbal de non-conciliation, le ministre chargé du travail défère le différend à un conseil d’arbitrage."
Droit du travail,arbitrage,Qui désigne les arbitres pour un conseil d’arbitrage ?,"Les arbitres sont désignés tous les quatre ans par le ministre du travail après avis de la commission consultative du travail, en fonction de leur compétence et autorité morale."
Droit du travail,arbitrage,Quels sont les pouvoirs d’enquête du conseil d’arbitrage ?,"Le conseil d’arbitrage peut procéder à toutes enquêtes, demander des documents économiques et faire appel à des experts pour éclairer sa mission."
Droit du travail,arbitrage,Quand une sentence d’arbitrage devient-elle exécutoire ?,"La sentence devient immédiatement exécutoire à compter du jour de sa notification, sauf si elle est refusée par les parties dans un délai de 48 heures."
Droit du travail,arbitrage,Peut-on faire un recours contre une sentence d’arbitrage ?,"Oui, la sentence du conseil d’arbitrage peut faire l’objet d’un recours devant la chambre sociale de la cour de cassation."
Droit du travail,arbitrage,Quels effets ont un accord de conciliation ou une sentence d’arbitrage ?,Ils produisent les effets d’une convention collective de travail et peuvent être soumis à une procédure d’extension.
Droit du travail,arbitrage,Où sont publiés les accords de conciliation ou sentences d’arbitrage ?,"Ils sont publiés au Journal Officiel et affichés dans les bureaux de la direction du travail et de l’inspection du travail, ainsi qu’au lieu du conflit."
Droit du travail,arbitrage,La procédure de conciliation et d’arbitrage est-elle gratuite ?,"Oui, la procédure est gratuite. Les frais occasionnés sont remboursés selon un tarif fixé par les ministres du travail et des finances après avis de la commission consultative."
Droit du travail,arbitrage,Les arbitres sont-ils tenus au secret professionnel ?,"Oui, les arbitres membres du conseil d’arbitrage sont tenus au secret professionnel."
Droit du travail,greve,Qu'est-ce qu'une grève ?,La grève est une cessation concertée et collective du travail pour appuyer des revendications professionnelles et défendre les intérêts des travailleurs.
Droit du travail,greve,La grève rompt-elle le contrat de travail ?,"Non, la grève ne rompt pas le contrat de travail, sauf en cas de faute lourde imputable au travailleur, notamment s'il s'oppose au travail d’autrui."
Droit du travail,greve,Que peut faire l'autorité administrative en cas de grève dans des secteurs essentiels ?,"Elle peut réquisitionner des travailleurs dans des emplois indispensables à la sécurité des personnes, à l'ordre public ou à la continuité des services publics."
Droit du travail,greve,Est-il permis d’occuper les lieux de travail durant une grève ?,"Non, l'occupation des lieux de travail ou de leurs abords immédiats pendant une grève est interdite sous peine de sanctions pénales."
Droit du travail,greve,Qu'est-ce qu'un lock-out ?,Le lock-out est une décision de l'employeur interdisant aux salariés l'accès à l'entreprise à l'occasion d'un conflit collectif de travail.
Droit du travail,greve,Peut-on faire une grève ou un lock-out avant épuisement des procédures de conciliation ?,"Non, toute grève ou lock-out avant l'épuisement des procédures de conciliation et d'arbitrage est interdite, sauf pour les grèves nationales."
Droit du travail,greve,Quelles sont les sanctions en cas de grève ou lock-out illégal ?,"Les travailleurs perdent leur droit à l'indemnité de préavis, et les employeurs doivent payer les journées perdues. Les employeurs peuvent également faire face à d'autres sanctions."
Droit du travail,greve,Quand une grève ou un lock-out est-il considéré légal ?,Une grève ou un lock-out déclenché après notification du refus de la sentence du conseil d’arbitrage est légal et n'entraîne pas les conséquences prévues à l'article 389.
Droit du travail,inspecteur_travail,Quelles sont les missions de l'inspection du travail ?,"L'inspection du travail, sous l'autorité du ministre chargé du travail, s'occupe des conditions des travailleurs, des rapports professionnels, et veille à l'application de la législation sociale."
Droit du travail,inspecteur_travail,Quelles ressources l'État doit-il fournir à l'inspection du travail ?,L'État doit mettre à la disposition de l'inspection du travail les moyens en personnel et en matériel nécessaires à son bon fonctionnement.
Droit du travail,inspecteur_travail,Quel serment les inspecteurs du travail prêtent-ils avant d'entrer en fonction ?,"Avant d'entrer en fonction, les inspecteurs du travail prêtent serment devant la cour d'appel de bien remplir leur mission et de garder le secret sur les procédés d'exploitation dont ils prennent connaissance."
Droit du travail,inspecteur_travail,Les inspecteurs du travail doivent-ils garder la confidentialité de leurs sources ?,"Oui, ils doivent garder la confidentialité de leurs sources concernant les défauts ou infractions signalés, sous réserve des exceptions légales ou réglementaires."
Droit du travail,inspecteur_travail,Quels sont les pouvoirs des inspecteurs du travail en cas d'infractions ?,"Ils peuvent constater les infractions par procès-verbal, ordonner des mesures immédiates en cas de danger imminent, et fixer les amendes pour contraventions de simple police."
Droit du travail,inspecteur_travail,Les inspecteurs peuvent-ils pénétrer dans les entreprises sans avertissement ?,"Oui, ils peuvent pénétrer librement, sans avertissement, à toute heure du jour ou de la nuit dans tout établissement soumis à leur contrôle."
Droit du travail,inspecteur_travail,Qui peut assister les inspecteurs du travail pour des avis techniques ?,"Les inspecteurs peuvent requérir les avis de médecins et techniciens pour les questions d'hygiène et de sécurité, lesquels sont soumis au secret professionnel."
Droit du travail,inspecteur_travail,Les inspecteurs peuvent-ils entrer dans le domicile privé d'un exploitant agricole ?,"Les inspecteurs du travail ne peuvent pénétrer dans le domicile privé d’un exploitant agricole qu’avec son accord ou une autorisation spéciale, sauf si ce domicile se confond avec l’établissement."
Droit du travail,inspecteur_travail,Qui remplace l'inspecteur du travail en cas d'absence ?,"En cas d’absence de l'inspecteur ou du contrôleur du travail, le chef de circonscription administrative le supplée et peut constater les infractions par rapport écrit."
Droit du travail,inspecteur_travail,L'inspecteur du travail doit-il informer l'employeur de sa présence lors d'une inspection ?,L'inspecteur du travail doit informer l'employeur ou son représentant de sa présence sauf si cette information risque de compromettre l’efficacité du contrôle.
Droit du travail,inspecteur_travail,Quel est le rôle des contrôleurs du travail dans les inspections ?,"Les contrôleurs du travail assistent les inspecteurs du travail, peuvent constater les infractions par procès-verbal, et prêtent le même serment que les inspecteurs."
Droit du travail,inspecteur_travail,Quel est le rôle des fonctionnaires dans les mines et carrières ?,Les fonctionnaires chargés du contrôle technique des mines et carrières veillent à la sécurité des travailleurs et peuvent appliquer les règlements dans ce domaine.
Droit du travail,inspecteur_travail,Dans quel cas l'inspecteur du travail peut-il dresser un procès-verbal exécutoire ?,"Lorsque les éléments du litige ne sont pas contestés et concernent les salaires, congés payés ou primes d'ancienneté."
Droit du travail,inspecteur_travail,Que faire en cas d'absence de règlement amiable ?,"L’action en justice est introduite par déclaration écrite ou verbale au greffe du tribunal du travail, avec production d'une copie conforme du procès-verbal de non conciliation."
Droit du travail,inspecteur_travail,Comment est contrôlée la main-d'œuvre civile dans les établissements militaires ?,Le contrôle du travail et de la sécurité sociale dans les établissements militaires employant de la main-d'œuvre civile est assuré par des fonctionnaires désignés par le ministère de la défense.
Droit du travail,inspecteur_travail,Les officiers de police judiciaire peuvent-ils intervenir en matière de droit du travail ?,Les prérogatives des inspecteurs du travail ne portent pas atteinte aux pouvoirs des officiers de police judiciaire en matière de constatation et poursuite des infractions de droit commun.
Droit du travail,sanction,Quelle est la sanction pour un assesseur qui ne se présente pas à l’audience du tribunal ?,"Un assesseur absent à l’audience sans justification est puni d’une amende civile de cinq mille francs CFA. En cas de récidive, l’amende est doublée."
Droit du travail,sanction,Quelle est la sanction en cas de récidive d’un assesseur absent ?,"En cas de récidive, l’amende est portée au double, et le tribunal peut le déclarer incapable d’exercer à l’avenir les fonctions d’assesseur."
Droit du travail,sanction,Le jugement contre un assesseur absent peut-il être publié ?,"Oui, le jugement peut être publié aux frais de l’assesseur sanctionné."
Droit du travail,sanction,Quelles infractions sont punies d’une amende de cinq mille à cinquante mille francs CFA ?,"Les infractions aux articles 16, 21, 29, 52, 54, 57, 59, 60, 63, 79 alinéa 2, 81, etc. sont punies d’une amende de cinq mille à cinquante mille francs CFA."
Droit du travail,sanction,Quelle est la sanction pour l’usage d’un contrat fictif ou d’une carte de travail erronée ?,Toute personne utilisant un contrat fictif ou une carte de travail avec des informations incorrectes est passible d’une amende de cinq mille à cinquante mille francs CFA.
Droit du travail,sanction,Quelle est la sanction pour un employeur omettant de faire la déclaration prévue à l’article 246 ?,"L’employeur omettant de faire la déclaration est passible d’une amende de cinq mille à cinquante mille francs CFA, et d'une amende doublée en cas de récidive."
Droit du travail,sanction,Quelle est la sanction pour des erreurs ou omissions sur le registre d’employeur ?,L’amende est appliquée autant de fois qu’il y a d’inscriptions omises ou erronées sur le registre d’employeur.
Droit du travail,sanction,"Quelles sont les sanctions pour les infractions aux articles 4, 5, 22, 36, etc.?","Les auteurs sont punis d’un emprisonnement de un mois à trois ans, d’une amende de cinquante mille à trois cent mille francs et, en cas de récidive, des peines aggravées."
Droit du travail,sanction,Quelles sanctions pour avoir contraint un travailleur à s’embaucher ?,Toute personne qui contraint un travailleur à s’embaucher est passible d’un emprisonnement de un mois à trois ans et d’une amende de cinquante mille à trois cent mille francs.
Droit du travail,sanction,Quelle est la sanction pour avoir porté des attestations mensongères sur la carte du travailleur ?,Tout employeur ou travailleur ayant sciemment fait usage de faux est passible d’un emprisonnement de un mois à trois ans et d’une amende.
Droit du travail,sanction,Quelles sont les sanctions pour avoir exigé une rémunération d'intermédiaire ?,Toute personne exigeant une rémunération d’un travailleur à titre d’intermédiaire est punie d’un emprisonnement de un mois à trois ans et d’une amende.
Droit du travail,sanction,Quelle est la sanction pour une fausse déclaration d'accident de travail ?,Toute personne faisant une fausse déclaration d'accident de travail est punie d’un emprisonnement de un mois à trois ans et d’une amende.
Droit du travail,sanction,Quelles sanctions pour avoir porté atteinte à la désignation des délégués du personnel ?,Toute personne portant atteinte à la libre désignation des délégués est passible d’un emprisonnement de un mois à trois ans et d’une amende.
Droit du travail,sanction,Quelles sont les sanctions pour avoir refusé de se rendre aux convocations de conciliation ?,Les parties refusant de se rendre aux convocations peuvent être punies d’un emprisonnement de un mois à trois ans et d’une amende.
Droit du travail,sanction,Quelle est la sanction pour un employeur ayant détourné des sommes en cautionnement ?,Tout employeur ayant détourné des sommes en cautionnement est puni d’un emprisonnement de deux mois à deux ans et d’une amende de trois cent soixante mille à trois millions six cent mille francs.
Droit du travail,sanction,Quelle est la sanction pour les infractions au trafic d'enfants ?,Les auteurs d'infractions au trafic d'enfants sont punis des peines prévues par la loi portant définition et répression du trafic d'enfants.
Procedures juridiques et administratives,procedure,Quelle est la procédure pour porter plainte ?,"La plainte est l’acte par lequel une personne victime d’une infraction informe la justice. Elle peut être déposée contre une personne identifiée ou contre X si l’auteur est inconnu. Le dépôt de plainte est gratuit et peut être fait auprès d'un commissariat, d'une brigade de gendarmerie ou directement auprès du procureur du Faso. 

Conditions d'accès : Toute personne s’estimant victime d’une infraction peut porter plainte, y compris contre une personne morale. 

Pièces à fournir : Aucune pièce n'est nécessaire pour le dépôt d'une plainte simple. 

Coût : Le dépôt d’une plainte simple est gratuit."
