Question,Réponse,Tag,
Quelle est la durée de la prise en charge psychologique une fois la demande acceptée ?,"La durée dépend de la gravité des troubles et des besoins individuels, mais elle se poursuit généralement jusqu'à la guérison supposée.",procedure_prise_en_charge_psychologique,
Que se passe-t-il si la demande de prise en charge psychologique est rejetée ?,"Un refus peut être justifié par un manque de pièces justificatives ou d'évaluation des besoins, et la personne peut être conseillée de re-soumettre sa demande avec des informations supplémentaires.",procedure_prise_en_charge_psychologique,
Comment se déroule la prise en charge psychologique après l'acceptation de la demande ?,Un professionnel de la santé mentale prendra contact pour planifier les séances de consultation et évaluer les besoins spécifiques de la personne.,procedure_prise_en_charge_psychologique,
Quelle est la procédure pour obtenir un certificat de résidence ?,"Le certificat de résidence atteste du lieu de résidence d’une personne auprès des autorités compétentes. 

Pièces à fournir : 
- Document d’identité (CNIB ou passeport). 
- Quittance de la taxe de résidence ou certificat de non-imposition. 

Coût : 300 F à Ouagadougou ; variable selon les autres communes. 
Conditions d'accès : La demande doit être faite par la personne concernée.",procedure_certificat_residence,
Qu'est-ce qu'un certificat de résidence ?,"C'est un document officiel qui atteste du lieu de résidence d'une personne, souvent requis pour des démarches administratives.",procedure_certificat_residence,
Quelles pièces doivent être fournies pour obtenir un certificat de résidence ?,"- Document d’identité (CNIB ou passeport). 
- Quittance de la taxe de résidence ou certificat de non-imposition.",procedure_certificat_residence,
Quel est le coût associé à un certificat de résidence ?,"Le coût est de 300 F à Ouagadougou, variable selon les autres communes.",procedure_certificat_residence,
Qui peut faire une demande de certificat de résidence ?,La demande doit être faite par la personne concernée.,procedure_certificat_residence,
Pourquoi est-il nécessaire d'obtenir un certificat de résidence ?,"Pour attester de son lieu de résidence auprès des autorités, souvent nécessaire pour des démarches administratives ou pour prouver son statut légal dans une commune.",procedure_certificat_residence,
Combien de temps faut-il pour obtenir un certificat de résidence ?,"Le délai peut varier selon les autorités locales, mais il est généralement traité rapidement si tous les documents sont fournis correctement.",procedure_certificat_residence,
Que faire si la demande de certificat de résidence est refusée ?,Un refus peut être dû à des documents manquants ou incorrects. Il est conseillé de vérifier les raisons du refus et de soumettre à nouveau la demande avec les informations requises.,procedure_certificat_residence,
Comment le certificat de résidence peut-il être utilisé ?,"Ce document est souvent requis pour des démarches comme l'inscription sur les listes électorales, l'ouverture de comptes bancaires, ou pour des demandes de logements sociaux.",procedure_certificat_residence,
Quelles sont les conséquences de ne pas avoir de certificat de résidence ?,"Ne pas avoir ce certificat peut compliquer l'accès à certains services publics ou à des démarches administratives, voire entraîner des problèmes de régularisation de statut.",procedure_certificat_residence,
Quelle est la procédure pour obtenir un dossier de demande de terrain à usage autre que d’habitation ?,"Cette procédure permet d'obtenir l'autorisation d'exploiter un espace public pour des activités commerciales, industrielles, artisanales, scolaires, de santé, d'agriculture, etc. 

Pièces à fournir : 
- Demande imprimée en quatre exemplaires (1er timbré à 1 000 F). 
- Deux photocopies légalisées de la CNIB ou du passeport. 
- Reçus de la taxe de résidence des trois dernières années (si applicable). 
- Acte de cession amiable du droit foncier. 
- Autorisation préalable pour les activités soumises à autorisation. 
- Extrait du plan cadastral en quatre exemplaires. 
- Croquis d’implantation en quatre exemplaires. 
- Devis descriptif et estimatif des investissements en quatre exemplaires. 
- Plan des infrastructures en quatre exemplaires. 

Coût : 1 000 F. 
Conditions d'accès : Le demandeur doit s’acquitter des obligations liées à sa demande.",procedure_demande_terrain_autre_usage,
Quelles activités peuvent être autorisées avec cette procédure ?,"Les activités commerciales, industrielles, artisanales, scolaires, de santé, d'agriculture, etc.",procedure_demande_terrain_autre_usage,
Quels sont les coûts associés à cette demande de terrain ?,Le coût est de 1 000 F.,procedure_demande_terrain_autre_usage,
Quelles pièces doivent être fournies pour compléter le dossier ?,"- Demande imprimée en quatre exemplaires (1er timbré à 1 000 F). 
- Deux photocopies légalisées de la CNIB ou du passeport. 
- Reçus de la taxe de résidence des trois dernières années (si applicable). 
- Acte de cession amiable du droit foncier. 
- Autorisation préalable pour les activités soumises à autorisation. 
- Extrait du plan cadastral en quatre exemplaires. 
- Croquis d’implantation en quatre exemplaires. 
- Devis descriptif et estimatif des investissements en quatre exemplaires. 
- Plan des infrastructures en quatre exemplaires.",procedure_demande_terrain_autre_usage,
Comment faire une demande de terrain à usage autre que d’habitation ?,La demande doit être faite en retirant le formulaire au Guichet Unique du Foncier et en fournissant toutes les pièces requises en quatre exemplaires.,procedure_demande_terrain_autre_usage,
Quelle est la durée de traitement de la demande ?,"La durée peut varier, mais il est recommandé de se renseigner directement auprès du Guichet Unique du Foncier pour des délais précis.",procedure_demande_terrain_autre_usage,
Que faire si la demande est refusée ?,"En cas de refus, il est conseillé de vérifier les raisons du rejet et de soumettre à nouveau la demande en apportant les corrections nécessaires.",procedure_demande_terrain_autre_usage,
Quelles sont les obligations du demandeur pour cette procédure ?,"Le demandeur doit s’acquitter des obligations liées à sa demande, y compris le paiement des frais et la fourniture de tous les documents requis.",procedure_demande_terrain_autre_usage,
Où retirer le formulaire de demande ?,Le formulaire de demande peut être retiré au Guichet Unique du Foncier.,procedure_demande_terrain_autre_usage,
Quels sont les risques associés à l'occupation d'un terrain sans autorisation ?,"L'occupation sans autorisation peut entraîner des sanctions administratives, des expulsions, et des difficultés juridiques liées à l'occupation illégale de terrains publics.",procedure_demande_terrain_autre_usage,
Quelle est la procédure pour obtenir un arrêté municipal portant autorisation provisoire d'occupation du domaine public ?,"Cette procédure permet d'obtenir l'autorisation d'occuper temporairement le domaine public pour une activité donnée. 

Pièces à fournir : 
- Demande adressée au maire, précisant le lieu, le type d’installation et l’activité exercée. 
- Copie légalisée de la CNIB ou du passeport. 
- Certificat de résidence. 
- Plan d’indication de la mairie au lieu souhaité. 

Coût : Timbre de 300 F pour la demande + Paiement d’une taxe à raison de 3 600 F/m² + Timbre communal à 1 000 F. 
Conditions d'accès : Le demandeur doit s’acquitter des obligations liées à sa demande.",procedure_occupation_provisoire_domaine_pubblique,
Quel type d'activités peut être autorisé avec cet arrêté ?,"Toutes activités temporaires qui nécessitent l'occupation du domaine public, comme des foires, des marchés ou des événements temporaires.",procedure_occupation_provisoire_domaine_pubblique,
Quelles sont les pièces à fournir pour compléter la demande ?,"- Demande adressée au maire. 
- Copie légalisée de la CNIB ou du passeport. 
- Certificat de résidence. 
- Plan d’indication de la mairie au lieu souhaité.",procedure_occupation_provisoire_domaine_pubblique,
Quels sont les coûts associés à cette demande ?,"Le coût comprend un timbre de 300 F pour la demande, une taxe de 3 600 F/m² pour l'occupation, et un timbre communal de 1 000 F.",procedure_occupation_provisoire_domaine_pubblique,
Comment faire une demande d'occupation du domaine public ?,"La demande doit être adressée au maire en fournissant tous les documents requis, en précisant le lieu, le type d’installation et l’activité exercée.",procedure_occupation_provisoire_domaine_pubblique,
Quelle est la durée de validité de cette autorisation ?,"La durée de validité de l'autorisation est généralement précisée dans l'arrêté, mais elle est souvent temporaire et liée à la nature de l'activité.",procedure_occupation_provisoire_domaine_pubblique,
Que faire si la demande est refusée ?,"En cas de refus, le demandeur peut demander des clarifications sur les raisons du refus et envisager de soumettre une nouvelle demande avec les modifications nécessaires.",procedure_occupation_provisoire_domaine_pubblique,
Quelles sont les obligations du demandeur pour cette procédure ?,"Le demandeur doit s’acquitter des obligations liées à sa demande, y compris le paiement des frais et la fourniture de tous les documents requis.",procedure_occupation_provisoire_domaine_pubblique,
Où adresser la demande d'autorisation provisoire d'occupation du domaine public ?,La demande doit être adressée au maire de la commune où se situe le domaine public à occuper.,procedure_occupation_provisoire_domaine_pubblique,
Quels sont les risques associés à l'occupation du domaine public sans autorisation ?,"L'occupation sans autorisation peut entraîner des sanctions administratives, y compris des amendes, des expulsions, et des poursuites judiciaires.",procedure_occupation_provisoire_domaine_pubblique,
Quelle est la procédure pour obtenir un terrain destiné au culte ?,"Cette procédure permet d'obtenir l'autorisation de construire un lieu de culte sur un domaine public. 

Pièces à fournir : 
- Demande imprimée en quatre exemplaires timbrée à 1 000 F (timbre fiscal), à retirer au guichet unique du foncier. 
- Récépissé de reconnaissance, ou statuts, ou autres documents pertinents. 
- Extrait du plan cadastral orienté au Nord en quatre exemplaires. 
- Croquis d’implantation en quatre exemplaires. 
- Devis descriptif et estimatif des investissements à réaliser sur le terrain en quatre exemplaires. 
- Plan des fosses septiques en quatre exemplaires. 
- Plan des infrastructures à réaliser sur le terrain en quatre exemplaires. 

Coût : 1 000 F. 
Conditions d'accès : Le délai de délivrance dépend de la diligence du demandeur à s’acquitter des obligations liées à sa demande.",procedure_terrain_culte,
Quelles pièces doivent être fournies pour cette demande ?,"- Demande imprimée en quatre exemplaires timbrée à 1 000 F. 
- Récépissé de reconnaissance ou statuts. 
- Extrait du plan cadastral orienté au Nord. 
- Croquis d’implantation. 
- Devis descriptif et estimatif des investissements. 
- Plan des fosses septiques. 
- Plan des infrastructures.",procedure_terrain_culte,
Quel est le coût associé à la demande de terrain pour un lieu de culte ?,Le coût est de 1 000 F pour le timbre fiscal de la demande.,procedure_terrain_culte,
Quel est le délai de délivrance pour cette autorisation ?,Le délai de délivrance dépend de la diligence du demandeur à s’acquitter des obligations liées à sa demande.,procedure_terrain_culte,
Que faire si la demande est refusée ?,"En cas de refus, le demandeur peut demander des explications sur les raisons du refus et envisager de soumettre une nouvelle demande avec les modifications nécessaires.",procedure_terrain_culte,
Où retirer le formulaire de demande de terrain destiné au culte ?,Le formulaire de demande doit être retiré au guichet unique du foncier.,procedure_terrain_culte,
Quelles sont les obligations du demandeur pour cette procédure ?,"Le demandeur doit s’acquitter des obligations liées à sa demande, y compris le paiement des frais et la fourniture de tous les documents requis.",procedure_terrain_culte,
Quels types de lieux de culte peuvent être demandés ?,"Cette procédure s'applique à tous les types de lieux de culte, y compris églises, mosquées, temples, et autres lieux de rassemblement religieux.",procedure_terrain_culte,
Quelle est l'importance de l'extrait du plan cadastral pour cette demande ?,L'extrait du plan cadastral est essentiel pour délimiter clairement le terrain demandé et s'assurer qu'il est approprié pour la construction d'un lieu de culte.,procedure_terrain_culte,
Comment se passe l'inspection du site après la demande ?,"Une inspection peut être requise pour vérifier la conformité du terrain avec les règlements en vigueur, et le demandeur devra être disponible pour faciliter cette inspection.",procedure_terrain_culte,
Quelle est la procédure pour obtenir une autorisation d'occupation d'un espace vert ?,"Cette procédure permet de participer à l’embellissement et à l’amélioration des espaces. 

Pièces à fournir : 
- Demande manuscrite timbrée à 1 000 F, adressée au maire. 
- Copie légalisée de la CNIB, ou du passeport, ou du récépissé de l’association (si applicable). 
- Certificat de résidence. 
- Casier judiciaire. 
- Extrait du plan cadastral orienté au Nord, visé par les services techniques ou un géomètre agréé, en quatre exemplaires. 
- Croquis d’implantation, plan d’aménagement, plan de construction, plan descriptif, plan estimatif et plan des fosses septiques, chacun en quatre exemplaires. 

Coût : 1 000 F. 
Conditions d'accès : Le délai de délivrance dépend de la diligence du demandeur à s’acquitter des obligations liées à sa demande.",procedure_occupation_espace_vert,
Quelles pièces doivent être fournies pour cette demande ?,"- Demande manuscrite timbrée à 1 000 F. 
- Copie légalisée de la CNIB, ou du passeport, ou du récépissé de l’association. 
- Certificat de résidence. 
- Casier judiciaire. 
- Extrait du plan cadastral orienté au Nord, visé par un géomètre agréé. 
- Croquis d’implantation et différents plans, chacun en quatre exemplaires.",procedure_occupation_espace_vert,
Quel est le coût associé à la demande d'occupation d'un espace vert ?,Le coût est de 1 000 F pour le timbre communal de la demande.,procedure_occupation_espace_vert,
Quel est le délai de délivrance pour cette autorisation ?,Le délai de délivrance dépend de la diligence du demandeur à s’acquitter des obligations liées à sa demande.,procedure_occupation_espace_vert,
Que faire si la demande est refusée ?,"En cas de refus, le demandeur peut demander des explications sur les raisons du refus et envisager de soumettre une nouvelle demande en tenant compte des recommandations fournies.",procedure_occupation_espace_vert,
Où adresser la demande d'occupation d'un espace vert ?,La demande doit être adressée au maire de la commune.,procedure_occupation_espace_vert,
Quels types d'espaces peuvent être occupés ?,"La procédure s'applique à tout type d'espace vert public destiné à l'embellissement et à l'amélioration, comme des parcs, jardins, ou espaces communautaires.",procedure_occupation_espace_vert,
Quelles sont les obligations du demandeur pour cette procédure ?,"Le demandeur doit s’acquitter des obligations liées à sa demande, y compris le paiement des frais et la fourniture de tous les documents requis.",procedure_occupation_espace_vert,
Quelle est l'importance de l'extrait du plan cadastral pour cette demande ?,L'extrait du plan cadastral est essentiel pour délimiter clairement l'espace demandé et s'assurer qu'il est approprié pour l'occupation envisagée.,procedure_occupation_espace_vert,
Comment se passe l'inspection du site après la demande ?,"Une inspection peut être requise pour vérifier la conformité de l'espace avec les règlements en vigueur, et le demandeur devra être disponible pour faciliter cette inspection.",procedure_occupation_espace_vert,
Quelle est la procédure pour obtenir un agrément de parking ?,"Cette procédure permet d'obtenir l’autorisation d’ouvrir un parking. 

Pièces à fournir : 
- Demande manuscrite timbrée à 300 F. 
- Copie légalisée de la CNIB ou du passeport. 
- Certificat de résidence. 
- Casier judiciaire. 
- Plan indicatif du lieu. 

Coût : Enquête policière, timbres communaux (300 F, 1 000 F, 5 000 F). 
Conditions d'accès : Délai de délivrance dépend de la capacité du requérant à s’acquitter des frais et de la durée de l’enquête policière.",procedure_agrement_parking,
Quelles pièces doivent être fournies pour la demande d'agrément de parking ?,"- Demande manuscrite timbrée à 300 F. 
- Copie légalisée de la CNIB ou du passeport du requérant. 
- Certificat de résidence. 
- Casier judiciaire. 
- Plan indicatif du lieu souhaité.",procedure_agrement_parking,
Quel est le coût total associé à la demande d'agrément de parking ?,"Le coût total inclut une enquête policière et plusieurs timbres communaux : 300 F, 1 000 F et 5 000 F.",procedure_agrement_parking,
Quel est le délai de délivrance pour cette autorisation ?,Le délai de délivrance dépend de la capacité du requérant à s’acquitter des différents frais et de la durée de l’enquête policière.,procedure_agrement_parking,
Que faire si la demande d'agrément de parking est refusée ?,"En cas de refus, le demandeur peut demander des explications et envisager de soumettre une nouvelle demande, en tenant compte des recommandations fournies.",procedure_agrement_parking,
Où adresser la demande d'agrément de parking ?,La demande doit être adressée aux autorités compétentes de la commune.,procedure_agrement_parking,
Quels types de parkings peuvent être ouverts avec cet agrément ?,"L'agrément permet d'ouvrir des parkings pour des véhicules, qu'ils soient privés ou publics, en fonction de la réglementation locale.",procedure_agrement_parking,
Quelles sont les obligations du demandeur pour cette procédure ?,Le demandeur doit s’acquitter des obligations financières liées à la demande et fournir tous les documents requis.,procedure_agrement_parking,
Comment se déroule l'enquête policière pour cette procédure ?,"L'enquête policière est effectuée pour vérifier la moralité et la sécurité du demandeur, ainsi que la conformité du projet de parking avec les règlements en vigueur.",procedure_agrement_parking,
Quelle est l'importance du plan indicatif pour la demande d'agrément de parking ?,Le plan indicatif est crucial pour localiser l'emplacement proposé du parking et s'assurer qu'il respecte les normes et les règlements d'urbanisme de la commune.,procedure_agrement_parking,
Quelle est la procédure pour obtenir une autorisation de manifester sur la voie publique ?,"Cette procédure permet d'obtenir l'autorisation d'organiser une manifestation publique. 

Pièces à fournir : 
- Demande manuscrite à 300 F. 
- Copie légalisée de la CNIB ou du passeport du demandeur. 

Coût : 2 timbres communaux de 300 F et 1 timbre communal de 5 000 F. 
Conditions d'accès : Délai de délivrance de 3 jours, validité de la demande selon le temps prévu pour la manifestation (max 24 heures).",procedure_autorisation_manifestation,
Quelles pièces doivent être fournies pour demander l'autorisation de manifester ?,"- Demande manuscrite à 300 F. 
- Copie légalisée de la CNIB ou du passeport du demandeur.",procedure_autorisation_manifestation,
Quel est le coût total associé à la demande d'autorisation de manifester ?,Le coût total inclut 2 timbres communaux de 300 F et 1 timbre communal de 5 000 F.,procedure_autorisation_manifestation,
Quel est le délai de délivrance pour cette autorisation ?,Le délai de délivrance est de 3 jours.,procedure_autorisation_manifestation,
Quelle est la durée de validité de l'autorisation de manifester ?,"La validité de l'autorisation est limitée au temps prévu pour la manifestation, ne pouvant pas excéder 24 heures.",procedure_autorisation_manifestation,
Où adresser la demande d'autorisation de manifester ?,La demande doit être adressée aux autorités compétentes de la commune.,procedure_autorisation_manifestation,
Quels types de manifestations peuvent être autorisés avec cet agrément ?,"L'agrément peut être accordé pour des manifestations publiques telles que des marches, des rassemblements, des manifestations culturelles ou politiques, en fonction des règles locales.",procedure_autorisation_manifestation,
Quelles sont les obligations du demandeur pour cette procédure ?,Le demandeur doit s'acquitter des obligations financières liées à la demande et fournir tous les documents requis.,procedure_autorisation_manifestation,
Que se passe-t-il si la demande d'autorisation de manifester est refusée ?,"En cas de refus, le demandeur peut demander des explications et envisager de soumettre une nouvelle demande, en tenant compte des recommandations fournies.",procedure_autorisation_manifestation,
Comment la sécurité de la manifestation est-elle garantie ?,"Des mesures de sécurité peuvent être requises par les autorités, et le demandeur peut être amené à collaborer avec les forces de l'ordre pour assurer le bon déroulement de l'événement.",procedure_autorisation_manifestation,
Quelle est la procédure pour obtenir une autorisation d’installation de panneaux publicitaires ?,"Cette procédure permet d'obtenir l'autorisation de poser un panneau publicitaire dans un espace public. 

Pièces à fournir : 
- Demande adressée au maire. 
- Copie légalisée de la CNIB ou du passeport du demandeur, ou récépissé de l’association (si applicable). 
- Plan de masse des lieux. 
- Schéma du ou des panneaux, précisant leur dimension et les enseignes à y mettre. 

Coût : Timbre communal de 300 F et 1 000 F. 
Conditions d'accès : Le délai de délivrance dépend du temps mis par l’Agence du développement économique urbain pour l’instruction du dossier. Validité dépend du paiement annuel de la taxe sur la publicité.",procedure_panneaux_pub,
Quelles pièces doivent être fournies pour demander l'autorisation d'installer des panneaux publicitaires ?,"- Demande adressée au maire. 
- Copie légalisée de la CNIB ou du passeport du demandeur, ou récépissé de l’association (si applicable). 
- Plan de masse des lieux. 
- Schéma du ou des panneaux, précisant leur dimension et les enseignes à y mettre.",procedure_panneaux_pub,
Quel est le coût total associé à la demande d'autorisation d'installation de panneaux publicitaires ?,Le coût total inclut un timbre communal de 300 F et un autre timbre communal à 1 000 F.,procedure_panneaux_pub,
Quel est le délai de délivrance pour cette autorisation ?,Le délai de délivrance dépend du temps mis par l’Agence du développement économique urbain pour l’instruction du dossier.,procedure_panneaux_pub,
Quelle est la durée de validité de l'autorisation d'installation de panneaux publicitaires ?,La durée dépend du paiement annuel de la taxe sur la publicité.,procedure_panneaux_pub,
Où adresser la demande d'autorisation d'installer des panneaux publicitaires ?,La demande doit être adressée au maire de la commune.,procedure_panneaux_pub,
Quelles sont les obligations financières liées à cette procédure ?,Le demandeur doit s'acquitter des frais liés aux timbres communaux et à la taxe sur la publicité annuelle.,procedure_panneaux_pub,
Quels types de panneaux publicitaires peuvent être autorisés ?,"L’autorisation peut être accordée pour des panneaux publicitaires de différents formats, sous réserve de respecter les normes et règlements en vigueur concernant l'affichage publicitaire.",procedure_panneaux_pub,
Quelles considérations environnementales doivent être prises en compte lors de l'installation de panneaux ?,Les installations doivent respecter les normes d'esthétique urbaine et ne pas obstruer la vue ou nuire à l'environnement local.,procedure_panneaux_pub,
Que faire si la demande d'autorisation d'installation de panneaux publicitaires est refusée ?,"En cas de refus, le demandeur peut demander des explications et éventuellement ajuster sa demande pour se conformer aux exigences des autorités.",procedure_panneaux_pub,
Qui étaient les premiers avocats au Burkina Faso ?,"Les premiers avocats étaient des Français, comme Henri VIMAL.",histoire_barreau,
Quelle était la dénomination du Burkina Faso pendant l'époque des premiers avocats ?,Le Burkina Faso était connu sous le nom de Haute Volta.,histoire_barreau,
Quelle est l'importance des archives de l’ex-Cour Suprême ?,Elles contiennent des décisions judiciaires où figuraient les avocats de l'époque coloniale.,histoire_barreau,
Quand les avocats ont-ils commencé à exercer au Burkina Faso ?,"Ils ont commencé à exercer pendant l'époque coloniale, mais la date précise n'est pas mentionnée.",histoire_barreau,
Quel rôle ont joué les avocats français dans la justice burkinabè ?,Ils ont été parmi les premiers à établir la profession d'avocat et à représenter des clients dans les décisions judiciaires.,histoire_barreau,
Quel est le lien entre le barreau burkinabè et la colonisation ?,"La profession d'avocat a été introduite pendant la période coloniale, influençant le système judiciaire local.",histoire_barreau,
Comment la profession d'avocat a-t-elle évolué depuis l'époque coloniale ?,"Elle a évolué pour s'adapter aux changements politiques et sociaux, tout en jouant un rôle essentiel dans la défense des droits et l'accès à la justice.",histoire_barreau,
Quelles sont les conséquences de l'absence d'avocats pendant l'époque coloniale ?,L'absence d'avocats aurait limité l'accès à la justice pour les populations locales et réduit la représentation légale.,histoire_barreau,
Qui est Henri VIMAL et quel rôle a-t-il joué dans l'histoire du barreau ?,"Henri VIMAL était un avocat français et l'un des premiers à s'établir au Burkina Faso, contribuant à la profession d'avocat dans la région.",histoire_barreau,
Quels défis la profession d'avocat a-t-elle dû surmonter après l'indépendance ?,Elle a dû s'adapter à un nouveau cadre juridique et politique tout en continuant à défendre les droits des citoyens et à promouvoir la justice.,histoire_barreau,
Quelles sont les valeurs fondamentales que les avocats doivent défendre ?,"Les avocats doivent défendre des valeurs telles que l'équité, la justice, et les droits humains.",histoire_barreau,
Comment le barreau burkinabè contribue-t-il à la formation des avocats ?,Il organise des formations pour les étudiants en droit et pour les avocats en exercice afin de maintenir un haut niveau de compétence.,histoire_barreau,
Quel impact le barreau a-t-il sur la société burkinabè ?,Le barreau joue un rôle crucial dans la protection des droits des citoyens et la promotion de l'état de droit.,histoire_barreau,
Comment le barreau burkinabè interagit-il avec d'autres barreaux de la région ?,Il collabore avec les barreaux d'autres pays de l'UEMOA pour harmoniser les pratiques juridiques et partager des connaissances.,histoire_barreau,
Quel rôle les avocats jouent-ils dans le renforcement de la démocratie au Burkina Faso ?,"Les avocats sont essentiels pour garantir un accès équitable à la justice et défendre les droits des citoyens, contribuant ainsi à la démocratie.",histoire_barreau,
Quels sont les défis actuels auxquels le barreau burkinabè fait face ?,"Le barreau doit faire face à des défis tels que la corruption, l'accès limité à la justice et les nouvelles formes de criminalité.",histoire_barreau,
Qui est considéré comme le premier avocat burkinabè ?,Frédéric Titinga PACERE est considéré comme le premier avocat burkinabè.,histoire_barreau,
Quand Frédéric Titinga PACERE a-t-il prêté serment d’avocat-stagiaire ?,Il a prêté serment d’avocat-stagiaire le 8 novembre 1973.,histoire_barreau,
Qui a accueilli le premier avocat-stagiaire voltaïque ?,Henri VIMAL a accueilli Frédéric Titinga PACERE dans son cabinet.,histoire_barreau,
Quels autres avocats ont prêté serment avec Frédéric Titinga PACERE ?,Bernardin DABIRE (1943-2011) a également prêté serment en même temps que lui.,histoire_barreau,
Où Frédéric Titinga PACERE a-t-il effectué son stage ?,Il a effectué son stage en Haute Volta et au Sénégal.,histoire_barreau,
Quand Frédéric Titinga PACERE et Bernardin DABIRE sont-ils devenus avocats titulaires ?,Ils ont prêté serment d’avocats titulaires le 26 décembre 1975.,histoire_barreau,
Quelle est l'importance de Frédéric Titinga PACERE dans l'histoire du barreau burkinabè ?,Il est le premier avocat burkinabè et a ouvert la voie à d'autres avocats du pays.,histoire_barreau,
Quel a été l'impact de l'arrivée de Frédéric Titinga PACERE sur la profession d'avocat au Burkina Faso ?,"Il a contribué à établir la profession d'avocat au Burkina Faso, permettant à d'autres de suivre ses traces.",histoire_barreau,
Quel rôle Henri VIMAL a-t-il joué dans le développement de la profession d'avocat ?,"Il a été un mentor pour le premier avocat burkinabè, ouvrant ainsi la voie pour la formation de futurs avocats.",histoire_barreau,
Quand le Barreau du Burkina Faso a-t-il été créé ?,Le Barreau du Burkina Faso a été créé le 3 août 1990.,histoire_barreau,
Quel document a officialisé la création du Barreau ?,La création a été officialisée par le Kiti n°AN VII-0417/FP/MIJ.,histoire_barreau,
Quelle réglementation a permis la création du Barreau ?,La création a été prise en application de la Zatu n°AN VII-005/FP/PRES.,histoire_barreau,
Quel a été l'impact de la création du Barreau sur la profession d’avocat ?,"La création du Barreau a constitué une consécration officielle de la profession d'avocat, qui avait traversé des périodes difficiles.",histoire_barreau,
Comment la profession d’avocat a-t-elle évolué avant 1990 ?,"Avant 1990, la profession d’avocat a connu des difficultés, notamment sous le régime du Conseil National de la Révolution (CNR), où elle a risqué de disparaître.",histoire_barreau,
Quels changements ont eu lieu dans les effectifs des avocats avant la création du Barreau ?,Les effectifs des avocats ont progressivement augmenté à partir de 1982 avec l'arrivée de nouveaux avocats.,histoire_barreau,
Quel rôle a joué le Barreau dans la défense des personnes ?,"Pendant près d'une décennie, les avocats ont occupé le terrain de la défense des personnes avec bravoure avant la création officielle du Barreau.",histoire_barreau,
Pourquoi la profession d’avocat a-t-elle risqué sa survie ?,"La profession a risqué sa survie en raison de la répression sous le régime du Conseil National de la Révolution (CNR), qui a entravé son développement.",histoire_barreau,
Quel message peut-on tirer de la création du Barreau pour les avocats actuels ?,"La création du Barreau rappelle l'importance d'une institution pour la protection et la régulation de la profession d'avocat, essentielle à la justice et à la défense.",histoire_barreau,
Quand ont eu lieu les premières élections ordinales ?,Le 13 octobre 1990.,histoire_barreau,
Quel était l'objectif des premières élections ordinales ?,Désigner le Bâtonnier et les membres du Conseil de l’Ordre.,histoire_barreau,
Combien de Bâtonniers ont dirigé l'Ordre depuis 1990 ?,Onze Bâtonniers.,histoire_barreau,
Qui était le premier Bâtonnier élu en 1990 ?,Frédéric Titinga PACERE.,histoire_barreau,
Qui est l'actuel Bâtonnier du Burkina Faso ?,"Siaka NIAMBA, élu pour trois ans à partir du 1er octobre 2021.",histoire_barreau,
Quel est le rôle de la CARPA au sein de l'Ordre ?,Gérer les fonds des avocats et assurer leur sécurité financière.,histoire_barreau,
Quel est le nombre total d'avocats dans l'Ordre ?,"204 avocats titulaires, 2 avocats honoraires et 36 avocats stagiaires.",histoire_barreau,
Quelle formation est dispensée au CFPA-BF ?,Formation initiale pour obtenir le Certificat d’Aptitude à la Profession d’Avocat (CAPA).,histoire_barreau,
Quelles sont les contributions de l'État au CFPA-BF ?,Création du centre et co-pilotage avec l'Ordre pour la formation des avocats.,histoire_barreau,
Quel impact ont eu les élections ordinales sur l'Ordre des avocats ?,Renforcement de la structure et de la gouvernance de l'Ordre.,histoire_barreau,
Quel était le contexte politique lors de la création de l'Ordre ?,La profession d’avocat a risqué sa survie sous le régime politique du Conseil National de la Révolution.,histoire_barreau,
Comment les avocats ont-ils été impliqués dans la formation continue ?,Participation au CFPA-BF pour des formations continues et spécialisées.,histoire_barreau,
Quelle image symbolique pourrait être associée à cette période ?,La résilience et la renaissance de la profession d'avocat.,histoire_barreau,
Quels défis les Bâtonniers ont-ils dû surmonter depuis 1990 ?,Adaptation aux évolutions politiques et renforcement de la profession face aux défis législatifs.,histoire_barreau,
Quels sont les principes fondamentaux de la procédure pénale ?,"La procédure pénale est équitable, contradictoire et préserve l’équilibre entre les parties.",procedure_penale,
Quel droit a toute personne accusée d’une infraction pénale ?,Elle a le droit d’être jugée dans un délai raisonnable par un tribunal indépendant et impartial.,procedure_penale,
Quel droit a une personne qui n’a pas d’avocat ?,Elle doit être informée de son droit d’en avoir un.,procedure_penale,
Quel est le statut de toute personne accusée d'une infraction pénale ?,Elle est présumée innocente jusqu’à ce que sa culpabilité soit légalement établie.,procedure_penale,
Quels droits a une personne accusée concernant sa défense ?,Elle a le droit de se faire examiner par un médecin de son choix et de contacter un proche.,procedure_penale,
Comment doit être informée une personne accusée de la nature de l'accusation ?,"Elle doit être informée rapidement, dans une langue qu’elle comprend et de façon détaillée.",procedure_penale,
Peut-on forcer une personne à témoigner contre elle-même ?,"Non, nul ne peut être forcé de témoigner contre lui-même ou de s’avouer coupable.",procedure_penale,
Que se passe-t-il si une personne ne comprend pas la langue de la procédure ?,Elle a le droit d’être assistée gratuitement d’un interprète.,procedure_penale,
Qui peut décider d'une arrestation ou d'une détention ?,Nul ne peut être arrêté ou détenu que sur décision et sous le contrôle de l’autorité judiciaire.,procedure_penale,
