Categorie,Tag,Sous categorie,Question,Réponse,Article_reference
Droit du travail,repose_hebdomadaire,Quelle est la différence entre repos hebdomadaire et congé payé ?,"Le repos hebdomadaire est un droit fixe, tandis que le congé payé est un temps de repos accordé sur une période plus longue, souvent en fonction de l'ancienneté.",,
Droit du travail,repose_hebdomadaire,Peut-on fractionner le repos hebdomadaire en plusieurs jours ?,"En général, le repos hebdomadaire doit être consécutif, mais des exceptions peuvent exister selon la législation locale ou les accords collectifs.",,
Droit du travail,repose_hebdomadaire,Quel est le rôle de l’inspection du travail concernant le repos hebdomadaire ?,L’inspection du travail veille à ce que les employeurs respectent les obligations légales en matière de repos hebdomadaire et peut intervenir en cas de non-conformité.,,
Droit du travail,repose_hebdomadaire,Les travailleurs à temps partiel ont-ils droit à un repos hebdomadaire ?,"Oui, les travailleurs à temps partiel ont également droit à un repos hebdomadaire, proportionnel à leur temps de travail.",,
Droit du travail,repose_hebdomadaire,Quelles sont les obligations de l'employeur concernant le repos hebdomadaire ?,L'employeur doit s'assurer que les travailleurs bénéficient de leur repos hebdomadaire conformément à la législation en vigueur et à leur contrat de travail.,,
Droit du travail,repose_hebdomadaire,Que faire si un employé ne respecte pas son repos hebdomadaire ?,"Si un employé ne respecte pas son repos hebdomadaire, il est recommandé d’en discuter avec lui pour comprendre la situation et, si nécessaire, d’en informer la direction.",,
Droit du travail,repose_hebdomadaire,Comment le repos hebdomadaire est-il enregistré ?,"Le repos hebdomadaire doit être consigné dans les documents de gestion du temps de travail, tels que les feuilles de présence ou les systèmes de gestion des horaires.",,
Droit du travail,repose_hebdomadaire,Est-ce que le repos hebdomadaire est rémunéré ?,"Oui, le repos hebdomadaire est un droit des travailleurs, et il doit être rémunéré, même si le travailleur ne se présente pas au travail pendant cette période.",,
Droit du travail,repose_hebdomadaire,Quelles sont les exceptions pour les travailleurs de nuit concernant le repos hebdomadaire ?,"Les travailleurs de nuit peuvent avoir des règles spécifiques concernant le repos hebdomadaire, souvent définies par des conventions collectives ou des règlements spécifiques.",,
Droit du travail,conges,Droit au congé payé,Quel est le droit au congé payé pour un travailleur ?,"Le travailleur a droit à un congé payé à la charge de l'employeur, à raison de deux jours et demi calendaires par mois de service effectif, sauf dispositions plus favorables des conventions collectives ou du contrat individuel.","Article 156, loi n° 28-2008/AN du 13 mai 2008 portant Code du travail au Burkina Faso"
Droit du travail,conges,Congé des travailleurs mineurs,Quels sont les droits des travailleurs âgés de moins de 18 ans concernant les congés ?,"Les travailleurs âgés de moins de dix-huit ans ont droit à un congé de trente jours calendaires sans solde, quelle que soit la durée de leurs services, s’ils en font la demande. Ce congé s’ajoute au congé payé acquis en raison du travail accompli.","Article 156, loi n° 28-2008/AN du 13 mai 2008 portant Code du travail au Burkina Faso"
Droit du travail,conges,Congé et absences,Quelles absences ne sont pas déduites pour le calcul de la durée du congé acquis ?,"Les absences pour accidents de travail ou maladies professionnelles, les périodes de repos des femmes en couches dans la limite d’un an, et les absences pour maladies dûment constatées par un médecin agréé ne sont pas déduites pour le calcul du congé.","Article 156, loi n° 28-2008/AN du 13 mai 2008 portant Code du travail au Burkina Faso"
Droit du travail,conges,Congés payés,Quel est le droit au congé payé pour un travailleur selon l’article 156 ?,"Un travailleur a droit à deux jours et demi de congé payé par mois de service effectif, sauf disposition plus favorable.","Article 156, Code du Travail"
Droit du travail,conges,Congés pour mineurs,Quels sont les droits au congé pour les travailleurs âgés de moins de 18 ans ?,"Ils ont droit à un congé de trente jours calendaires sans solde, en plus du congé payé acquis au moment de leur départ.","Article 156, Code du Travail"
Droit du travail,conges,Ancienneté,Comment la durée du congé est-elle augmentée en fonction de l'ancienneté selon l'article 157 ?,"La durée du congé est augmentée de deux jours après vingt ans de service, de quatre jours après vingt-cinq ans, et de six jours après trente ans.","Article 157, Code du Travail"
Droit du travail,conges,Congés pour femmes,Quelles sont les dispositions concernant le congé pour les femmes salariées de moins de 22 ans ?,Elles ont droit à deux jours de congé supplémentaires pour chaque enfant à charge.,"Article 158, Code du Travail"
Droit du travail,conges,Permissions exceptionnelles,Quelles absences exceptionnelles ne sont pas déduites de la durée du congé payé ?,"Les permissions exceptionnelles accordées pour des événements familiaux ne sont pas déduites, dans la limite de dix jours ouvrables par an.","Article 159, Code du Travail"
Droit du travail,conges,Congé sans solde,Quelle est la durée maximale d'un congé sans solde pour l'entretien d'un enfant ?,"Un travailleur peut obtenir un congé sans solde d'une durée de six mois renouvelables une fois, et jusqu'à un an en cas de maladie grave de l'enfant.","Article 160, Code du Travail"
Droit du travail,conges,Représentation syndicale,Quelles autorisations d'absence sont accordées pour la représentation des travailleurs ?,"Des autorisations d'absence payées, dans la limite de quinze jours ouvrables par an, sont accordées.","Article 161, Code du Travail"
Droit du travail,conges,Autres autorisations,Pour quelles raisons des autorisations d'absence sans solde peuvent-elles être accordées ?,"Pour suivre un stage de perfectionnement, représenter une association d’utilité publique, ou participer à une compétition sportive ou culturelle internationale.","Article 162, Code du Travail"
Droit du travail,conges,Autorisations d'absence,Qui accorde les autorisations d'absence selon l'article 162 ?,Les autorisations d'absence sont accordées sur demande du ministère compétent ou de l’organisme habilité.,"Article 162, Code du Travail"
Droit du travail,conges,Congés spéciaux,Quelles sont les dispositions concernant les congés spéciaux selon l'article 163 ?,Les congés spéciaux peuvent être déduits de la durée du congé payé s’ils n’ont pas fait l’objet d’une compensation.,"Article 163, Code du Travail"
Droit du travail,conges,Régime des congés,Qui détermine les modalités relatives au régime des congés payés selon l'article 164 ?,"Le ministre chargé du travail, après avis de la commission consultative du travail, détermine les modalités par voie réglementaire.","Article 164, Code du Travail"
Droit du travail,conges,Droit de jouissance,Quelle est la période minimale de service effectif pour acquérir le droit de jouissance du congé ?,Le droit de jouissance du congé est acquis après une période minimale de service effectif de douze mois.,"Article 165, Code du Travail"
Droit du travail,conges,Indemnité compensatrice,Quelles sont les conditions d’octroi d’une indemnité compensatrice du congé selon l'article 166 ?,Une indemnité compensatrice doit être accordée en cas de rupture ou d’expiration du contrat avant l'acquisition du droit au congé.,"Article 166, Code du Travail"
Droit du travail,conges,Travail journalier,Comment est perçue l'allocation de congé pour un travailleur engagé à l’heure ou à la journée ?,"Il perçoit son allocation de congé en même temps que le salaire acquis, au plus tard en fin de journée.","Article 167, Code du Travail"
Droit du travail,conges,Indemnité journalier,Comment est calculée l'indemnité compensatrice de congé payé pour un travailleur journalier ?,Elle est égale à un douzième de la rémunération acquise au cours de la journée et doit être mentionnée distinctement sur le bulletin de paie.,"Article 168, Code du Travail"
Droit du travail,conges,Liberté de jouir du congé,Où le travailleur est-il libre de jouir de son congé selon l'article 169 ?,Le travailleur est libre de jouir de son congé dans le pays de son choix.,"Article 169, Code du Travail"
Droit du travail,conges,Allocation de congé,Quelle allocation doit verser l'employeur avant le départ en congé selon l'article 170 ?,L'employeur doit verser une allocation au moins égale à la moyenne des salaires des douze mois précédant le départ en congé.,"Article 170, Code du Travail"
Droit du travail,conges,Exclusion d'indemnité,Que stipule l'article 171 concernant l'indemnité de congé et la durée du congé ?,"Les conventions collectives ou le contrat individuel peuvent exclure l'indemnité de la rémunération pour le calcul de l'allocation, et la durée du congé peut être augmentée des délais de route.","Article 171, Code du Travail"
Droit du travail,voyage_transport,Frais de voyage,Qui prend en charge les frais de voyage du travailleur et de sa famille selon l'article 172 ?,"Les frais de voyage du travailleur, de son conjoint et des enfants à charge vivant habituellement avec lui sont à la charge de l’employeur.","Article 172, Code du Travail"
Droit du travail,voyage_transport,Cas de prise en charge,Dans quels cas l'employeur prend-il en charge les frais de transport au retour selon l'article 172 ?,"L'employeur prend en charge les frais de transport dans le cas d'expiration de contrat, de résiliation, de rupture du contrat par l'employeur, ou pour cas de force majeure.","Article 172, Code du Travail"
Droit du travail,voyage_transport,Remboursement des frais,Que se passe-t-il si un contrat est résilié pour d'autres causes selon l'article 173 ?,"Si le contrat est résilié pour d'autres causes, le montant des frais de transport retour est proportionnel au temps de service du travailleur.","Article 173, Code du Travail"
Droit du travail,voyage_transport,Classe de passage,Quelle classe de passage est appliquée pour les frais de transport selon l'article 174 ?,"La classe de passage et le poids des bagages sont les mêmes pour tous les travailleurs, mais les charges de famille sont prises en compte pour le poids des bagages.","Article 174, Code du Travail"
Droit du travail,voyage_transport,Choix de transport,Qui choisit les voies et moyens de transport selon l'article 175 ?,"Les voies et moyens de transport sont choisis par l’employeur, sauf disposition contraire entre les parties.","Article 175, Code du Travail"
Droit du travail,voyage_transport,Délais de route,Quelles sont les conditions relatives aux délais de route selon l'article 176 ?,"Les délais de route ne sont pas compris dans la durée maximum du contrat, et s'il utilise un moyen plus rapide, il continue à bénéficier des délais nécessaires avec le moyen choisi.","Article 176, Code du Travail"
Droit du travail,voyage_transport,Droits en matière de transport,Que peut exiger un travailleur ayant cessé son service selon l'article 177 ?,Le travailleur peut exiger de son ancien employeur la mise à sa disposition des titres de transport auxquels il a droit dans un délai de deux ans.,"Article 177, Code du Travail"
Droit du travail,voyage_transport,Indemnité à l'attente,Quel droit a le travailleur en attente de transport selon l'article 178 ?,Le travailleur a droit à une indemnité correspondant au salaire et à tous les avantages qu’il aurait perçus jusqu’à son embarquement.,"Article 178, Code du Travail"
Droit du travail,voyage_transport,Indemnité de présence,Quel est le droit du travailleur en attente de transport pour rejoindre son lieu d'emploi selon l'article 179 ?,Le travailleur reçoit une indemnité calculée sur la base de l'allocation de congé pendant qu'il attend le moyen de transport.,"Article 179, Code du Travail"
Droit du travail,voyage_transport,Rapatriement,Qui prend en charge le rapatriement en cas de décès du travailleur expatrié selon l'article 180 ?,Le rapatriement du corps est à la charge de l’employeur en cas de décès du travailleur expatrié ou déplacé.,"Article 180, Code du Travail"
Droit du travail,salaire,Égalité salariale,Comment est déterminé le salaire ?,"À conditions égales de travail, le salaire est égal pour tous les travailleurs, quelle que soit leur origine, sexe, âge et statut.","Article 182, Code du Travail"
Droit du travail,salaire,Logement pour travailleurs,Quel droit a un travailleur déplacé concernant le logement ?,Le travailleur déplacé a droit à un logement de l'employeur s'il ne peut se procurer un logement décent par ses propres moyens.,"Article 183, Code du Travail"
Droit du travail,salaire,Ravitaillement,Que doit assurer l'employeur en cas de ravitaillement insuffisant ?,L'employeur doit assurer un ravitaillement régulier en denrées alimentaires de première nécessité si le travailleur ne peut pas l'obtenir.,"Article 184, Code du Travail"
Droit du travail,salaire,Indemnité de séjour,Quelles indemnités peuvent être prévues pour le travailleur ?,Les conventions collectives ou le contrat de travail peuvent prévoir une indemnité pour dédommager le travailleur des dépenses liées à son séjour au lieu d'emploi.,"Article 185, Code du Travail"
Droit du travail,salaire,Déplacement professionnel,Quelle indemnité est allouée lors d'un déplacement temporaire ?,Une indemnité est allouée si le travailleur est astreint à un déplacement occasionnel hors de son lieu habituel d'emploi.,"Article 186, Code du Travail"
Droit du travail,salaire,Salaires minima,Quels éléments sont fixés par des décrets en conseil des ministres ?,"Les décrets fixent les salaires minima interprofessionnels garantis, la composition d'une commission nationale des salaires minima, et d'autres fournitures.","Article 187, Code du Travail"
Droit du travail,salaire,Conventions collectives,Que se passe-t-il en l'absence de conventions collectives ?,"À défaut de conventions collectives, un décret fixe les catégories professionnelles et les salaires minima correspondants.","Article 187, Code du Travail"
Droit du travail,salaire,Rémunération,Comment est calculée la rémunération d’un travail à la tâche ?,La rémunération d’un travail à la tâche doit être calculée de telle sorte qu’elle procure au travailleur un salaire au moins égal à celui du travailleur rémunéré au temps effectuant un travail analogue.,"Article 188, Code du Travail"
Droit du travail,salaire,Absence,Quel est le droit en cas d'absence du travailleur ?,"Aucun salaire n’est dû en cas d’absence du travailleur, sauf exceptions prévues par la réglementation et sauf accord entre les parties.","Article 189, Code du Travail"
Droit du travail,salaire,Commission mixte,Quelle est la fonction de la commission mixte paritaire ?,Elle est chargée des négociations salariales et des conditions de travail dans le secteur privé.,"Article 190, Code du Travail"
Droit du travail,salaire,Commissions,Comment sont prises en compte les commissions dans le calcul de la rémunération ?,"Il en est tenu compte pour le calcul de la rémunération pendant la durée du congé, de l’indemnité de préavis, des dommages et intérêts.","Article 191, Code du Travail"
Droit du travail,salaire,Paiement en nature,Quelles sont les conditions de paiement des salaires ?,"Le salaire doit être payé en monnaie ayant cours légal au Burkina Faso, et le paiement en alcool ou en nature est interdit sauf exceptions.","Article 192, Code du Travail"
Droit du travail,salaire,Lieu de paiement,Où doit être effectuée la paye ?,"La paye est faite sur le lieu de travail, sauf cas de force majeure.","Article 193, Code du Travail"
Droit du travail,salaire,Fréquence de paiement,Quelles sont les règles concernant la fréquence de paiement des salaires ?,"Le salaire doit être payé à intervalles réguliers, ne dépassant pas quinze jours pour les travailleurs engagés à l’heure ou à la journée.","Article 194, Code du Travail"
Droit du travail,salaire,Paiement des commissions,Quand doivent être payées les commissions acquises ?,Les commissions acquises au cours d’un trimestre doivent être payées dans les trois mois suivant la fin de ce trimestre.,"Article 195, Code du Travail"
Droit du travail,salaire,Solde de tout compte,Que se passe-t-il en cas de rupture de contrat de travail ?,"Le salaire et les accessoires de salaire doivent être payés dès la fin du contrat, en cas de résiliation ou de rupture du contrat de travail.","Article 196, Code du Travail"
Droit du travail,salaire,Bulletin de paye,Quelles sont les obligations concernant les bulletins de paye ?,Tout paiement de salaire doit faire l’objet d’un bulletin de paye dressé et certifié par l’employeur et remis au travailleur.,"Article 197, Code du Travail"
Droit du travail,salaire,Contexture,Quelle est la règle concernant la contexture du bulletin de paye ?,La contexture du bulletin de paye et du registre des paiements est fixée par voie réglementaire par le ministre chargé du travail.,"Article 198, Code du Travail"
Droit du travail,salaire,Renonciation,Peut-on renoncer à ses droits en signant un solde de tout compte ?,"La mention pour solde de tout compte ne peut être opposée au travailleur, renonçant ainsi à ses droits résultant de son contrat.","Article 199, Code du Travail"
Droit du travail,salaire,Acceptation,Quelles sont les conséquences de l’acceptation d’un bulletin de paye ?,"L’acceptation d’un bulletin de paye ne vaut pas renonciation au paiement de tout ou partie du salaire, primes ou indemnités dues.","Article 200, Code du Travail"
Droit du travail,salaire,Paiement,Que se passe-t-il en cas de contestation sur le paiement du salaire ?,Le non-paiement est présumé si l’employeur ne peut produire le registre des paiements dûment émargé par le travailleur.,"Article 201, Code du Travail"
Droit du travail,salaire,Créance de salaire,Qu'est-ce que le salaire ?,"Le salaire est la prestation versée au travailleur par l’employeur en contrepartie de son travail, incluant le salaire de base et les accessoires du salaire.","Article 202, Code du Travail"
Droit du travail,salaire,Super privilège,Quelle est la nature du super privilège des créances de salaire ?,"La créance de salaire bénéficie d’un super privilège sur les biens meubles et immeubles du débiteur, supérieur à tous les autres privilèges.","Article 203, Code du Travail"
Droit du travail,salaire,Créances des travailleurs,Comment sont payées les créances des travailleurs lors de la liquidation ?,Les créances des travailleurs sont payées dans les dix jours suivant la liquidation judiciaire sur simple ordonnance du juge commissaire.,"Article 205, Code du Travail"
Droit du travail,salaire,Avance,Que se passe-t-il si les créances sont payées grâce à une avance ?,"Si les créances des travailleurs sont payées par une avance, le prêteur est subrogé dans les droits du travailleur et doit être remboursé dès les fonds disponibles.","Article 206, Code du Travail"
Droit du travail,salaire,Logement,Que devient le logement du travailleur lors de la liquidation judiciaire ?,Le travailleur logé par l’employeur avant la liquidation continue à être logé jusqu’au paiement de sa dernière créance ou jusqu’à son départ pour sa résidence habituelle.,"Article 207, Code du Travail"
Droit du travail,salaire,Objets de l'entreprise,Quel droit a le travailleur sur les objets appartenant à l’entreprise ?,Le travailleur détenteur d’un objet de l’entreprise peut exercer le droit de rétention et des objets mobiliers non retirés dans les six mois peuvent être vendus.,"Article 208, Code du Travail"
Droit du travail,salaire,Saisie-attribution,Quel soutien bénéficie le travailleur en cas de saisie ?,Le travailleur bénéficie de l’assistance judiciaire pour toute procédure de saisie-attribution devant les juridictions de droit commun.,"Article 209, Code du Travail"
Droit du travail,retenue_salaire,Interdiction amendes,L'employeur peut-il infliger des amendes aux travailleurs ?,Il est interdit à l’employeur d’infliger des amendes au travailleur pour quelque motif que ce soit. Cette disposition est d’ordre public.,"Article 213, Code du Travail"
Droit du travail,retenue_salaire,Retenues,Comment peut-on faire des retenues sur les rémunérations ?,"Les retenues sur les rémunérations ne peuvent être faites que par saisie-attribution ou cession volontaire, souscrite devant la juridiction du lieu de résidence ou l’inspection du travail.","Article 214, Code du Travail"
Droit du travail,retenue_salaire,Compensation,Peut-on compenser la rémunération avec les sommes dues par le travailleur ?,Il ne peut y avoir compensation entre la rémunération et les sommes dues par le travailleur que dans la limite de la partie saisissable et sur les seules sommes immobilisées.,"Article 214, Code du Travail"
Droit du travail,retenue_salaire,Prélèvements,Qui détermine les taux de prélèvements sur les salaires et pensions de retraite ?,Les portions de salaires et de pensions soumises à prélèvements progressifs sont déterminées par voie réglementaire par le ministre chargé du travail après avis de la commission consultative du travail.,"Article 215, Code du Travail"
Droit du travail,retenue_salaire,Calcul retenue,Comment est calculée la retenue sur le salaire ou la pension de retraite ?,"Pour le calcul de la retenue, il est tenu compte de tous les accessoires du salaire ou de la pension, à l'exception des indemnités insaisissables et des allocations pour charges de famille.","Article 216, Code du Travail"
Droit du travail,retenue_salaire,Nullité clauses,Que se passe-t-il si une convention autorise des prélèvements non conformes ?,Les clauses d’une convention ou d’un contrat de travail autorisant tous autres prélèvements sont nulles de plein droit.,"Article 217, Code du Travail"
Droit du travail,retenue_salaire,Intérêts,Quelles sont les conséquences des retenues en violation des dispositions légales ?,Les sommes retenues en violation des dispositions produisent des intérêts au profit du travailleur au taux légal depuis la date où celles-ci auraient dû être payées.,"Article 218, Code du Travail"
Droit du travail,retenue_salaire,Prééminence,Les dispositions de ce chapitre excluent-elles d'autres mesures de prévoyance sociale ?,Les dispositions du présent chapitre n’excluent pas l’application des mesures prévues par les régimes légaux ou réglementaires de prévoyance sociale.,"Article 219, Code du Travail"
Droit du travail,cautionnement,Quelle est la définition du cautionnement ?,Le cautionnement est un contrat par lequel un travailleur dépose une somme d’argent entre les mains de son employeur pour garantir la restitution des fonds qu’il peut perdre ou dissiper.,,
Droit du travail,cautionnement,Quelle procédure doit suivre un chef d'entreprise lors de la réception d'un cautionnement ?,Tout chef d’entreprise doit délivrer un récépissé pour le cautionnement et le mentionner en détail sur le registre d’employeur.,,
Droit du travail,cautionnement,Quel est le délai maximal pour effectuer un dépôt de cautionnement ?,"Tout cautionnement doit être mis en dépôt dans un délai d’un mois à compter de sa réception par l’employeur, avec mention sur le registre d’employeur et un certificat de dépôt.",,
Droit du travail,cautionnement,Qui détermine les modalités de dépôt du cautionnement ?,Les modalités de dépôt ainsi que la liste des caisses publiques et des banques habilitées à le recevoir sont fixées par voie réglementaire par le ministre chargé du travail.,,
Droit du travail,cautionnement,L'employeur a-t-il le droit de retenir une partie du salaire pour le cautionnement ?,"L'employeur peut opérer des retenues sur le salaire et les accessoires du salaire du travailleur en vue de constituer le cautionnement, après avis du tribunal du travail.",,
Droit du travail,cautionnement,Quelles conditions doivent être remplies pour retirer un cautionnement ?,"Le retrait de tout ou partie du dépôt ne peut être effectué que sous le double consentement de l’employeur et du travailleur, ou sous celui de l’un d’eux habilité par la juridiction compétente.",,
Droit du travail,cautionnement,Quel privilège a l'employeur concernant le cautionnement ?,L’employeur bénéficie d’un privilège sur le cautionnement en cas d’affectation du livret ou du dépôt du cautionnement à l’égard des tiers formant des saisies-attributions.,,
Droit du travail,cautionnement,Que se passe-t-il en cas de saisie-attribution sur le cautionnement ?,Toute saisie-attribution formée entre les mains de l’administration de la caisse publique ou de la banque est nulle de plein droit.,,
Droit du travail,cautionnement,Quelles sont les obligations de l'employeur concernant le cautionnement ?,"L'employeur doit s'assurer que le cautionnement est enregistré et suivi conformément aux réglementations en vigueur, ainsi que fournir un reçu au travailleur.",,
Droit du travail,cautionnement,Comment un travailleur peut-il contester un montant de cautionnement ?,"Un travailleur peut contester un montant de cautionnement en saisissant la juridiction compétente, en fournissant des preuves à l'appui de sa contestation.",,
Droit du travail,cautionnement,Quels types de cautionnement peuvent être mis en place dans une entreprise ?,"Les types de cautionnement peuvent inclure des dépôts en espèces, des garanties bancaires, ou des cautionnements en nature, selon les modalités définies par l'employeur.",,
Droit du travail,cautionnement,Quels sont les risques pour un travailleur concernant le cautionnement ?,"Les risques pour un travailleur incluent la perte de la somme déposée en cas de non-respect des obligations contractuelles, ainsi que des complications juridiques liées à la restitution du cautionnement.",,
Droit du travail,cautionnement,Quelles sont les conséquences d'un défaut de dépôt de cautionnement ?,"En cas de défaut de dépôt, l'employeur peut être tenu responsable de ne pas avoir respecté les obligations légales, ce qui pourrait entraîner des sanctions administratives.",,
Droit du travail,cautionnement,Est-il possible de transférer un cautionnement à un autre employeur ?,"Oui, le transfert d'un cautionnement à un autre employeur est possible, mais cela nécessite l'accord de toutes les parties concernées et doit être formalisé par un acte écrit.",,
Droit du travail,cautionnement,Que doit faire un employeur en cas de changement de statut du travailleur concernant le cautionnement ?,"L'employeur doit mettre à jour les enregistrements et les informations relatives au cautionnement, et informer le travailleur des conséquences de ce changement.",,
Droit du travail,economat,Définition,Qu'est-ce que l'économat ?,L’économat est le mécanisme par lequel l’employeur pratique directement la vente ou la cession de marchandises aux travailleurs pour leurs besoins personnels.,"Article 228, Code du Travail"
Droit du travail,economat,Conditions,Quelles sont les conditions pour l'admission d'un économat ?,L’économat est admis si : 1) les travailleurs ne sont pas contraints de s’y ravitailler ; 2) la vente est faite exclusivement au comptant et sans bénéfice ; 3) la comptabilité est autonome ; 4) les prix doivent être affichés.,"Article 229, Code du Travail"
Droit du travail,economat,Autorisation,Qui doit autoriser l'ouverture d'un économat ?,"L’ouverture d’un économat est subordonnée à l’autorisation du ministre chargé du travail, délivrée après avis de l’inspecteur du travail du ressort.","Article 230, Code du Travail"
Droit du travail,economat,Application,Quelles structures sont soumises aux dispositions sur l’économat ?,"Tout commerce installé à l’intérieur de l’entreprise est soumis aux dispositions sur l’économat, à l’exception des coopératives ouvrières.","Article 231, Code du Travail"
Droit du travail,economat,Interdiction,Est-il permis de vendre de l'alcool dans un économat ?,"La vente d’alcool et de boissons alcoolisées est interdite dans les économats et sur le lieu de travail, sauf dérogation accordée par l’inspection du travail.","Article 232, Code du Travail"
Droit du travail,economat,Contrôle,Qui contrôle le fonctionnement de l'économat ?,"Le fonctionnement de l’économat est contrôlé par l’inspecteur du travail, qui peut prescrire la fermeture provisoire en cas de violation des prescriptions.","Article 233, Code du Travail"
Droit du travail,economat,Fermeture,Qui peut ordonner la fermeture définitive d'un économat ?,La fermeture définitive des économats peut être ordonnée par le ministre chargé du travail sur rapport de l’inspecteur du travail.,"Article 233, Code du Travail"
Droit du travail,economat,Conditions d'ouverture,Quelles sont les conditions pour ouvrir un économat au sein d'une entreprise ?,"L’ouverture d’un économat est subordonnée à l’autorisation du ministre chargé du travail, après avis de l'inspecteur.","Article 230, Code du Travail"
Droit du travail,securite_sante,Obligations de l'employeur,Quelles sont les obligations de l'employeur en matière de sécurité au travail ?,L'employeur est responsable de la mise en œuvre des mesures de sécurité et de santé prévues par la loi.,"Article 235, Code du Travail"
Droit du travail,securite_sante,Mesures préventives,Quelles sont les mesures que l’employeur doit prendre pour prévenir les risques au travail ?,"L'employeur doit prendre des mesures techniques, organisationnelles et de formation pour assurer la prévention des risques professionnels.","Article 236, Code du Travail"
Droit du travail,securite_sante,Coopération,Que doivent faire les employeurs lorsque plusieurs entreprises partagent un même lieu de travail ?,"Les employeurs doivent coopérer, s'informer réciproquement et informer leurs travailleurs des risques professionnels et des mesures de prévention.","Article 237, Code du Travail"
Droit du travail,securite_sante,Protection individuelle,Que se passe-t-il lorsque les mesures de sécurité ne sont pas suffisantes pour protéger les travailleurs ?,"Des mesures de protection individuelle, comme l'utilisation d'équipements appropriés, doivent être mises en place et fournies par l'employeur.","Article 238, Code du Travail"
Droit du travail,securite_sante,Inspection,Que doit faire l'employeur avant d'utiliser de nouveaux équipements ou procédés dangereux ?,L'employeur doit informer par écrit l'inspecteur du travail et se conformer à ses directives concernant la protection des travailleurs.,"Article 239, Code du Travail"
Droit du travail,securite_sante,Vérifications,À quelle fréquence les machines doivent-elles être vérifiées pour éviter les accidents ?,"Toute machine défectueuse doit être vérifiée au moins une fois par trimestre, et les résultats consignés dans le registre de sécurité.","Article 240, Code du Travail"
Droit du travail,securite_sante,Formation des travailleurs,Quelle formation l'employeur doit-il assurer pour prévenir les risques professionnels ?,L'employeur doit assurer une formation générale minimale en matière de sécurité et de santé au travail.,"Article 242, Code du Travail"
Droit du travail,securite_sante,Formation pratique,Dans quels cas l'employeur doit-il organiser une formation pratique et appropriée en sécurité et santé ?,"L'employeur doit organiser cette formation pour les travailleurs nouvellement embauchés, changeant de poste, ou reprenant après un arrêt de plus de six mois.","Article 243, Code du Travail"
Droit du travail,securite_sante,Premiers secours,Combien de personnes doivent être formées aux premiers secours dans un atelier de plus de vingt-cinq employés ?,Deux ou trois personnes doivent recevoir la formation nécessaire pour administrer les soins de premier secours.,"Article 244, Code du Travail"
Droit du travail,securite_sante,Déclaration des accidents,Quel est le délai pour l'employeur de déclarer un accident de travail ou une maladie professionnelle ?,L'employeur doit déclarer tout accident de travail ou maladie professionnelle dans un délai de deux jours ouvrables à la sécurité sociale et à l'inspection du travail.,"Article 246, Code du Travail"
Droit du travail,securite_sante,Création de comité,Quand un employeur doit-il créer un comité de sécurité et santé au travail ?,L'employeur doit créer un comité de sécurité et santé au travail dans les établissements occupant au moins trente travailleurs.,"Article 249, Code du Travail"
Droit du travail,securite_sante,Formation des représentants,Quelle formation doivent recevoir les représentants du personnel au comité de sécurité et santé au travail ?,"Les représentants du personnel bénéficient d'une formation nécessaire à l'exercice de leurs missions, à la charge de l'employeur, renouvelée après six ans de mandat.","Article 251, Code du Travail"
Droit du travail,securite_sante,Service de sécurité,Dans quels cas l'employeur doit-il mettre en place un service de sécurité en milieu de travail ?,L'employeur doit mettre en place un service de sécurité en milieu de travail dans les entreprises industrielles occupant au moins cinquante travailleurs.,"Article 254, Code du Travail"
Droit du travail,securite_sante,Rapport annuel,Que doit présenter l'employeur annuellement au comité de sécurité et santé au travail ?,"L'employeur doit présenter un rapport sur la sécurité et la santé au travail dans l'entreprise, portant sur les dispositions adoptées et exécutées durant l'année écoulée.","Article 252, Code du Travail"
Droit du travail,securite_sante,Couverture sanitaire,À quoi tout employeur installé au Burkina Faso est-il tenu en matière de couverture sanitaire de ses travailleurs ?,L'employeur est tenu d’assurer la couverture sanitaire de ses travailleurs en s'affiliant à l'office de santé des travailleurs ou à toute autre structure agréée par le ministre de la santé.,"Article 255, Code du Travail"
Droit du travail,securite_sante,Rôle du service de santé,Quelle est la principale mission du service de santé au travail ?,Le service de santé au travail est chargé de la prévention des risques en milieu de travail et de conseiller l'employeur et les travailleurs pour un environnement de travail sûr et salubre.,"Article 256, Code du Travail"
Droit du travail,securite_sante,Missions du service,Quelles sont les missions spécifiques du service de santé au travail ?,"Le service de santé au travail assure la protection des travailleurs, contribue à un environnement de travail sûr, adapte le travail aux capacités humaines, surveille la santé des travailleurs, etc.","Article 257, Code du Travail"
Droit du travail,securite_sante,Emplacement du service,Où doit être situé le service de santé au travail ?,Le service de santé au travail doit être situé sur les lieux de travail ou à proximité et peut être propre à une entreprise ou commun à plusieurs entreprises.,"Article 258, Code du Travail"
Droit du travail,securite_sante,Dépenses,Qui prend en charge les dépenses afférentes au service de santé au travail ?,"Les dépenses sont à la charge de l'employeur, et en cas de service commun à plusieurs entreprises, elles sont réparties proportionnellement au nombre de travailleurs.","Article 259, Code du Travail"
Droit du travail,securite_sante,Visites médicales,Quelles sont les visites médicales que l'employeur doit assurer pour ses travailleurs ?,"L'employeur doit présenter ses travailleurs aux visites médicales d'embauche, périodiques, de surveillance spéciale, de reprise de travail et de fin de contrat.","Article 261, Code du Travail"
